Assembly,Spieces,ST,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,GC (%),N50,N90,auN,L50,L90,# N's per 100 kbp,K_type,strain,species,species_match,contig_count,N50,largest_contig,total_size,ambiguous_bases,QC_warnings,ST,virulence_score,resistance_score,num_resistance_classes,num_resistance_genes,Yersiniabactin,YbST,Colibactin,CbST,Aerobactin,AbST,Salmochelin,SmST,RmpADC,RmST,rmpA2,wzi,K_locus,K_type,K_locus_problems,K_locus_confidence,K_locus_identity,K_locus_missing_genes,O_locus,O_type,O_locus_problems,O_locus_confidence,O_locus_identity,O_locus_missing_genes,AGly_acquired,Col_acquired,Fcyn_acquired,Flq_acquired,Gly_acquired,MLS_acquired,Phe_acquired,Rif_acquired,Sul_acquired,Tet_acquired,Tgc_acquired,Tmt_acquired,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,truncated_resistance_hits,spurious_resistance_hits,Chr_ST,gapA,infB,mdh,pgi,phoE,rpoB,tonB,ybtS,ybtX,ybtQ,ybtP,ybtA,irp2,irp1,ybtU,ybtT,ybtE,fyuA,clbA,clbB,clbC,clbD,clbE,clbF,clbG,clbH,clbI,clbL,clbM,clbN,clbO,clbP,clbQ,iucA,iucB,iucC,iucD,iutA,iroB,iroC,iroD,iroN,rmpA,rmpD,rmpC,spurious_virulence_hits,gapA,infB,mdh,pgi,phoE,rpoB,tonB
ERR3891122,klebsiella,2096,480,93,65,58,49,37,5841334,5739950,5671251,5613682,5465672,5026586,105,310413,5747319,56.77,144289,41750,151595.2,14,41,0,KL64,ERR3891122,Klebsiella pneumoniae,strong,480,140643,310413,5841334,no,-,ST2096,4,2,10,16,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Very high,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?,-,sul1,tet(D),-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891129,klebsiella,2096,1308,92,62,57,50,37,6068236,5732009,5665637,5627249,5507009,5016279,122,310413,5750476,56.76,144289,42204,150587.3,14,41,0,KL64,ERR3891129,Klebsiella pneumoniae,strong,1308,134998,310413,6068236,no,-,ST2096,4,2,10,16,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?,-,sul1,tet(D),-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891152,klebsiella,2096,631,91,61,57,50,38,5867490,5725144,5659053,5628359,5508713,5064395,100,325633,5731706,56.78,144289,42204,151745.2,14,41,0,KL64,ERR3891152,Klebsiella pneumoniae,strong,631,140643,325633,5867490,no,-,ST2096,4,1,9,15,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1-1LV,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?,-,sul1,tet(D),-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1*,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891003,klebsiella,2096,395,93,62,57,49,39,5847608,5766129,5695733,5659079,5532422,5185651,108,524493,5776247,56.78,144292,44704,172104.4,14,40,0,KL64,ERR3891003,Klebsiella pneumoniae,strong,395,144292,524493,5847608,no,-,ST2096,4,2,8,13,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1,-,-,dfrA1.v1;dfrA12,OXA-1,-,-,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891128,klebsiella,2096,1363,88,59,54,47,35,6091159,5726027,5666321,5625255,5504273,5039872,142,521896,5762284,56.76,144292,42593,192004.8,12,39,0,KL64,ERR3891128,Klebsiella pneumoniae,strong,1363,141416,521896,6091159,no,-,ST2096,4,3,11,16,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?,-,sul1,tet(D),-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,MgrB-62%,GyrA-83Y;GyrA-87G;ParC-80I,-,catII.2*?-53%;dfrA17?-0%,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891151,klebsiella,2096,1300,75,55,52,45,32,5712221,5369581,5326518,5302518,5176018,4688849,118,325343,5395575,57.37,144292,42159,155988.2,13,36,0,KL64,ERR3891151,Klebsiella pneumoniae,strong,1300,140643,325343,5712221,no,-,ST2096,0,2,5,5,-,0,-,0,-,0,-,0,-,0,-,wzi64,KL64,K64,none,Very high,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;sat-2,-,-,-,-,-,-,-,-,-,-,dfrA1.v1,OXA-1,-,-,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,CatB4.v1?-81%,aadA8b?-62%;dfrA14.v1?-0%;sul1?-0%,ST2096,1,6,1,1,1,46,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ybtT_42*-0%;ybtS_1*-0%,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891140,klebsiella,45,1116,132,66,54,42,34,5811744,5539948,5381112,5299167,5075895,4789154,164,319164,5560652,57.21,144298,34093,152825.9,13,40,0,KL24?,ERR3891140,Klebsiella pneumoniae,strong,1116,141986,319164,5811744,no,-,ST45,1,1,6,8,ybt 10; ICEKp4,78,-,0,-,0,-,0,-,0,-,wzi101,KL24,K24,?,Good,99.02%,NA,O1/O2v1,O2a,?,Good,98.76%,NA,strA.v1^;strB.v1,-,-,-,-,-,-,-,sul2,tet(D),-,dfrA14.v2*;dfrA14.v2*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-1,-,OmpK36-32%,-,-,-,aac(3)-IId?-45%;dfrA1.v1?-53%,ST45,2,1,1,6,7,1,12,3,12,4,11,3,21,18,3,10,16,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(2),infB(1),mdh(1),pgi(6),phoE(7),rpoB(1),tonB(12)
ERR3891156,klebsiella,2096,933,86,60,55,48,37,5956334,5722369,5667203,5630724,5509205,5087096,117,325634,5741670,56.78,144512,44703,159604,14,39,0,KL64,ERR3891156,Klebsiella pneumoniae,strong,933,144512,325634,5956334,no,-,ST2096,4,2,8,13,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?,-,sul1,-,-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1,-,-,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,catA1*?-0%;catA1?-50%,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891014,klebsiella,2096,308,104,65,58,51,38,5858954,5802849,5712201,5661056,5545362,5093270,112,521991,5808154,56.76,144515,41052,170673.6,14,42,0,KL64,ERR3891014,Klebsiella pneumoniae,strong,308,144515,521991,5858954,no,-,ST2096,4,2,10,16,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1,tet(D),-,dfrA1.v1;dfrA12,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,-,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891041,klebsiella,2096,303,93,62,57,47,34,5786986,5730385,5659303,5615447,5449441,4974812,105,428491,5738807,56.78,144525,40969,176972.6,12,39,0,KL64,ERR3891041,Klebsiella pneumoniae,strong,303,140643,428491,5786986,no,-,ST2096,4,2,10,16,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?,-,sul1,tet(D),-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891041,klebsiella,2096,303,93,62,57,47,34,5786986,5730385,5659303,5615447,5449441,4974812,105,428491,5738807,56.78,144525,40969,176972.6,12,39,0,KL64,ERR3891041,Klebsiella pneumoniae,strong,303,140643,428491,5786986,no,-,ST2096,4,2,10,16,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?,-,sul1,tet(D),-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891069,klebsiella,2096,432,89,60,56,45,35,5774810,5679180,5611841,5581637,5385659,5023032,104,377768,5689744,56.84,144525,41746,165866.6,13,38,0,KL64,ERR3891069,Klebsiella pneumoniae,strong,432,140643,377768,5774810,no,-,ST2096,4,3,10,13,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?,-,sul1,-,-,dfrA1.v1;dfrA12,OXA-1,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,MgrB-57%,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891109,klebsiella,2096,649,93,61,55,46,34,5866576,5709263,5634193,5586639,5433756,4985153,118,376754,5726226,56.79,144525,41750,170154.3,13,38,0,KL64,ERR3891109,Klebsiella pneumoniae,strong,649,144525,376754,5866576,no,-,ST2096,4,2,10,16,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Very high,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?,-,sul1,tet(D),-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891088,klebsiella,2096,352,93,62,55,46,34,5797089,5729934,5655385,5599302,5449995,5001800,102,376754,5735727,56.78,144586,41750,178157.1,12,38,0,KL64,ERR3891088,Klebsiella pneumoniae,strong,352,144586,376754,5797089,no,-,ST2096,4,2,10,16,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?,-,sul1,tet(D),-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891168,klebsiella,48,1514,347,69,53,43,35,6313431,5828408,5312667,5212945,5078928,4803886,681,368238,6060982,56.96,144699,2747,142794.1,15,109,0,KL124,ERR3891168,Klebsiella pneumoniae,strong,1514,129786,368238,6313431,no,-,ST48,1,2,6,10,ybt 10; ICEKp4,81,-,0,-,0,-,0,-,0,-,wzi167,KL124,unknown (KL124),none,Very high,99.62%,NA,O1/O2v1,O1,none,Very high,98.31%,NA,aac(3)-IId*;aac(3)-VIa*;aac(6')-Ib-cr.v2;strA.v1^,-,-,qnrB1.v2^,-,-,CatB4.v1?,-,sul1;sul2,tet(A).v1^,-,-,-,-,-,-,OXA-48,SHV-1^,-,-,-,GyrA-83F,CMY-61*?-0%;ant(3'')-IIa*-11%,OXA-1?-0%;aph3-Ia.v1*?-0%;dfrA14.v1?-0%;floR.v1*?-0%,ST48,2,5,2,2,7,1,10,3,12,4,19,3,42,39,3,10,9,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(2),infB(5),mdh(2),pgi(2),phoE(7),rpoB(1),tonB(10)
ERR3891090,klebsiella,2096,448,95,65,61,48,35,5827378,5733406,5663437,5631396,5399276,4918544,109,377767,5742824,56.79,144795,40276,159738,13,41,0,KL64,ERR3891090,Klebsiella pneumoniae,strong,448,134998,377767,5827378,no,-,ST2096,4,2,8,12,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Very high,99.99%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?,-,sul1,-,-,dfrA1.v1;dfrA12,OXA-1,-,-,-,OXA-48,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,OXA-181?-0%,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891124,klebsiella,2096,1621,109,73,64,52,36,6222775,5817166,5735592,5662223,5481416,4881622,130,324914,5831130,56.72,144825,39065,151728.8,14,45,0,KL64,ERR3891124,Klebsiella pneumoniae,strong,1621,129845,324914,6222775,no,-,ST2096,4,2,8,15,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1,-,-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1,-,-,-,OXA-232;OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,TEM-150*?-0%;aph(3'')-Ib*?-40%,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891075,klebsiella,3510,1245,136,63,52,41,32,5831223,5526503,5348228,5265070,5096670,4762165,186,329385,5560343,57.43,145511,34359,161815.7,12,38,0,KL177-*,ERR3891075,Klebsiella quasipneumoniae subsp. similipneumoniae,strong,1245,135739,329385,5831223,no,-,ST3510,0,2,9,15,-,0,-,0,-,0,-,0,-,0,-,-,KL177,unknown (KL177),-*,High,96.17%,KL177_17,O5,O5,none,High,94.44%,NA,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1?,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-14^;CTX-M-15,-,KPC-2;OXA-232,OKP-B-3*,-,OmpK35-20%,-,-,-,-,ST3510,42,22,26,64,31,52,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(42),infB(22),mdh(26),pgi(64),phoE(31),rpoB(52),tonB(51)
ERR3891229,klebsiella,14,132,61,49,47,45,33,5293002,5282196,5257281,5245543,5200983,4786204,62,326022,5283016,57.54,145954,59901,165370.4,13,33,0,KL2,ERR3891229,Klebsiella pneumoniae,strong,132,145954,326022,5293002,no,-,ST14,1,0,5,4,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,none,Very high,99.73%,NA,O1/O2v1,O1,none,Very high,99.99%,NA,aac(6')-Ib-cr.v2;sat-2,-,-,-,-,-,-,-,-,-,-,dfrA1.v1,OXA-1,-,-,-,-,SHV-28.v1^,-,OmpK36GD,MgrB-2%,GyrA-83Y;GyrA-87G;ParC-80I,CatB4.v1?-81%,-,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891146,klebsiella,14,810,100,65,58,49,34,5914914,5704353,5629667,5577394,5397958,4869441,152,502350,5737151,56.86,146100,35598,175880.9,13,42,0,KL2,ERR3891146,Klebsiella pneumoniae,strong,810,146100,502350,5914914,no,-,ST14,1,2,8,13,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,none,Very high,99.73%,NA,O1/O2v1,O1,none,Very high,99.99%,NA,aac(6')-Ib-cr.v2;aadA2^;aph(3')-VI;armA,-,-,-,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1,-,-,dfrA1.v1;dfrA12,OXA-1,-,-,-,NDM-1,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,sat-2?-87%,dfrA14.v2*?-41%,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891192,klebsiella,2096,488,97,66,59,49,38,5927966,5814012,5747317,5691855,5535936,5145029,126,353979,5833478,56.74,146100,42159,158486.3,14,41,0,KL64,ERR3891192,Klebsiella pneumoniae,strong,488,146100,353979,5927966,no,-,ST2096,4,2,8,13,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1,-,-,dfrA1.v1;dfrA12,OXA-1,-,-,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,strA.v1*?-37%,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891196,klebsiella,2096,432,100,62,55,47,36,5927736,5832421,5752884,5693718,5566414,5182834,119,353758,5845133,56.73,146100,42204,167085.6,13,38,0,KL64,ERR3891196,Klebsiella pneumoniae,strong,432,144349,353758,5927736,no,-,ST2096,4,2,10,16,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1,tet(D),-,dfrA1.v1;dfrA12,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,mphA?-0%,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891220,klebsiella,101,286,81,60,52,43,37,5742587,5700613,5662679,5609310,5446025,5250493,95,354103,5709728,56.85,146178,74751,161492.1,14,36,0,KL17,ERR3891220,Klebsiella pneumoniae,strong,286,146178,354103,5742587,no,-,ST101,1,3,10,13,ybt 9; ICEKp3,183-2LV,-,0,-,0,-,0,-,0,-,wzi137,KL17,K17,none,Very high,99.99%,NA,O1/O2v1,O1,none,Very high,98.03%,NA,aac(6')-Ib'.v1;aph(3')-VI,-,-,qnrS1,-,ermB.v1*;mphA,-,-,sul1,tet(D),-,dfrA14.v2*,OXA-9.v1;TEM-1D.v1^,-,CTX-M-15,-,NDM-1;OXA-48,SHV-1^,-,OmpK35-17%;OmpK36GD,MgrB-0%,GyrA-83Y;GyrA-87N;ParC-80I,tet(X6)*-25%,aadA24?-0%,ST101,2,6,1,5,4,1,6,5,11,6*,5,1,25,37,9,5,107,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(2),infB(6),mdh(1),pgi(5),phoE(4),rpoB(1),tonB(6)
